id:ID,action,source_project,:LABEL
Strat_281,고소 작업 반경에 전용 작업 비계와 시스템 발판 수량을 실정보고로 반영해 작업 안전과 정밀 검측 시야를 확보_파주-포천 2공구 등,파주-포천 2공구 등,Strategy
Strat_282,세팅 전 3D 스캐닝으로 내공 치수를 측량하고 건축한계 저촉 우려 구간에는 철판 거푸집 특별 적용 및 면갈이 시행_진접선 3공구 등,진접선 3공구 등,Strategy
Strat_283,심한 여굴 부위에 요철 보정층을 선타설해 공간을 줄이고 좌우 단차가 1.5m 이내로 유지되도록 동시 타설 계획 통제_상주-영천 10공구 등,상주-영천 10공구 등,Strategy
Strat_284,마감 거푸집 상단을 견고히 보강하고 메탈라스 등을 틈새 없이 설치해 페이스트 유출을 원천 차단_평화의댐 치수능력증대 등,평화의댐 치수능력증대 등,Strategy
Strat_285,겹이음 불가 구간을 선별해 기계식 이음(커플러)으로 설계를 변경하고 엇갈림 배근을 정밀 시행_진접선 3공구 등,진접선 3공구 등,Strategy
Strat_286,폼 등 주요 변동 시 전기/궤도 분야와 사전 시뮬레이션을 거쳐 매립 철물 위치를 상세도에 재반영 및 검측 강화_동해선 포항-삼척 10공구,동해선 포항-삼척 10공구,Strategy
Strat_287,1개월 이상 방치 예상 시 용접 보강을 시행하고 타설 직전 고압 살수 및 그라인딩으로 부식 부위를 완벽 복구_충주댐 치수능력증대 등,충주댐 치수능력증대 등,Strategy
Strat_288,불안정한 목재 지지를 시스템 동바리 및 강재 기초로 설계 변경해 거푸집 변위를 원천 차단_평화의댐 치수능력증대 등,평화의댐 치수능력증대 등,Strategy
Strat_289,타설 전 구조계산서와 배근도를 크로스 체크해 누락된 전단 철근(스트럽 등)을 긴급 추가 가공 및 배근 시행_적금-영남연육교 등,적금-영남연육교 등,Strategy
Strat_290,슬럼프 로스를 제어할 지연형 유동화제 배합을 적용하고 레미콘 특수 운반 수당을 반영해 적기 수급 보장_파주-포천 2공구 등,파주-포천 2공구 등,Strategy
Strat_291,염해 노출 구간 철근을 부사 걱정이 없는 GFRP 보강근으로 변경하고 AE제 등 내구 배합을 전면 적용_새만금전주 6공구 등,새만금전주 6공구 등,Strategy
Strat_292,특수 배합 적용 시 시험시공(Mock-up)을 거쳐 최적 배합비를 확격하고 임의 변경을 엄격히 금지함_부산지하철반송선 등,부산지하철반송선 등,Strategy
Strat_293,기준 공기량(4~6%)을 엄격히 확보하는 내동해성 배합을 적용하고 타설 후 보온 양생으로 초기 동해를 방지_하자 L/L 공통,하자 L/L 공통,Strategy
Strat_294,과밀 구간은 소경 골재 및 고유동 배합으로 변경하고 진동 다짐 간격과 깊이를 엄격히 준수해 밀실 시공_광양시우회도로 등,광양시우회도로 등,Strategy
Strat_295,타설 시 펌프카 토출 압력을 끝까지 유지하고 검측창을 통해 밀실 충진 여부를 전수 육안 확인_새만금전주 6공구 등,새만금전주 6공구 등,Strategy
Strat_296,전담 다짐 인력을 배치해 진동기 삽입 간격(0.5m)을 엄격히 준후하고 타설 전 장비/인원 계획을 재점검_광양시우회도로 등,광양시우회도로 등,Strategy
Strat_297,기계식 타설 시 전문 구조검토를 의무 수행하고 앵커 체결을 보강하며 현장 타설 속도를 엄격히 모니터링_상주-영천 10공구 등,상주-영천 10공구 등,Strategy
Strat_298,탈형 직후 피막 양생제를 즉각 도포하고 전담 인력을 배치해 규정 기간 동안 주기적 살수 양생을 실시_일반 터널 공통,일반 터널 공통,Strategy
Strat_299,좌우 단차가 1.5m 이내가 되도록 펌프카 토출을 교대 제어하고 3D 구조검토를 통한 특수 폼을 적용_장대 터널 공통,장대 터널 공통,Strategy
Strat_300,타설 전 집수정 및 가배수로를 정비하고 대용량 양수기를 투입해 타설 구간을 완전 건조 상태로 유지_진접선 3공구 등,진접선 3공구 등,Strategy
Strat_301,수급 불안정 시 사급 전환 등 비상 공급 계획을 수립하고 지연형 유동화제를 투입해 경화 시간을 늦춤_오남수동도로 등,오남수동도로 등,Strategy
Strat_302,분할 타설(Lift) 및 수평 시공이음 상세를 적용하고 온도 센서를 매설해 온도차를 실시간으로 제어함_평화의댐 치수증대 등,평화의댐 치수증대 등,Strategy
Strat_303,타설 전 고압 살수기나 브레이커로 표면을 거칠게 쪼아내는 치핑(Chipping)을 수행하고 이물질을 완벽히 제거_한탄강댐/호남고속철도 등,한탄강댐/호남고속철도 등,Strategy
Strat_304,갱구부 방풍문을 밀폐하고 열풍기/고체연료를 대거 투입해 압축강도가 확보될 때까지 영상의 온도를 엄격히 유지_새만금전주 6공구 등,새만금전주 6공구 등,Strategy
Strat_305,시방 기준에 따라 수평/수직 이음면에 대한 치핑 비용을 내역에 반영하고 타설 전 철저한 쪼아내기 면처리 실시_진접선 3공구 등,진접선 3공구 등,Strategy
Strat_306,지수판이 밀리거나 꺾이지 않도록 전용 고정 철물로 견고히 고정하고 지수판 주변을 소형 진동기로 정밀 다짐_한탄강댐/삼성-동탄 등,한탄강댐/삼성-동탄 등,Strategy
Strat_307,후타 타설 전 기존 콘크리트면의 목재 조각 및 슬라임을 완벽히 제거하고 치핑 후 이음부를 따라 지수재 충진_한탄강댐 등,한탄강댐 등,Strategy
Strat_308,타설 시 진동 다짐과 압송 압력을 철저히 통제하고 발생한 불량면은 모체와 유사한 성상의 무수축 몰탈로 완벽 보수_파주-포천/새만금전주 등,파주-포천/새만금전주 등,Strategy
Strat_309,거푸집 세팅 전 정밀 측량으로 단차를 확인하고 돌출부에 대해서는 면삭기/브레이커를 입해 이격거리 기준치를 확보_진접선 3공구 등,진접선 3공구 등,Strategy
Strat_310,바닥 부석 제거를 철저히 하고 누락된 요철보정층 수량을 실정보고로 반영해 평탄성 및 지지력 확보_부산외곽순환고속 9공구 등,부산외곽순환고속 9공구 등,Strategy
Strat_311,기류 차단 및 타설 직후 피막양생제 도포와 습윤 덮개 양생을 철저히 실시해 초기 표면 건조 및 동해 방어_부산외곽순환고속 9공구 등,부산외곽순환고속 9공구 등,Strategy
Strat_312,초기 경화 직후(통상 12~24시간 내) 적기에 줄눈(Joint) 커팅을 규정 깊이(두께의 1/4)로 실시해 응력 유도_부산지하철반송선 등,부산지하철반송선 등,Strategy
Strat_313,침수 방지를 위해 대용량 예비 양수기를 즉각 추가 투입하고 개통 전 배수 시스템의 처리 용량을 정밀 재분석_진접선 3공구 등,진접선 3공구 등,Strategy
Strat_314,제어반을 습기 영향이 없는 별도의 환기실/전기실로 이동 설치하고 원방 제어 시스템을 구축해 유지관리 환경 개선_인천교통 214공구 등,인천교통 214공구 등,Strategy
Strat_315,배수관 단면을 확장하고 구배를 1% 이상 확보해 재시공하며 유입구 보호 스크린 설치 및 고압 살수 준설 실시_서울지하철 923공구 등,서울지하철 923공구 등,Strategy
Strat_316,부력 안정성 검토를 재수행해 부족한 사하중을 보강(콘크리트 추가 타설)하거나 락앵커를 설치해 융기를 차단_부산외곽순환고속 9공구 등,부산외곽순환고속 9공구 등,Strategy
