id:ID,description,source_project,source_version,likelihood,impact_score,frequency,recency,confidence,expert_weight,source_ll,cause,impact,impact_text,:LABEL
Risk_166,장대터널 굴착 시 암판정 상향 및 초과 여굴에 따른 숏크리트 타설 비용 폭증 리스크_파주포천도로 2공구,파주포천도로 2공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,장대터널 굴착 시 암판정 상향 및 초과 여굴에 따른 숏크리트 타설 비용 폭증 리스크,터널 굴착 중 암질 불량으로 지보 패턴을 안전측으로 상향하고 이에 따라 예상 상회하는 여굴 빈발,설계 단면 초과 여굴 공간(Void)을 모두 숏크리트로 채워야 함에 따라 자재/타설 수량 급증 및 협력사 손실 발생,설계 단면 초과 여굴 공간(Void)을 모두 숏크리트로 채워야 함에 따라 자재/타설 수량 급증 및 협력사 손실 발생,Risk
Risk_167,다량의 지하수 유출 및 암질 불량 조우에 따른 터널 지보공법(지보패턴) 전면 재설계 리스크_서울지하철 923공구,서울지하철 923공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,다량의 지하수 유출 및 암질 불량 조우에 따른 터널 지보공법(지보패턴) 전면 재설계 리스크,낙관적인 지반 조사 결과로 약한 지보패턴을 적용했으나 실제 지하수 다량 유출 및 불량 암질 출현,"기존 지보재만으로는 막장 자립 및 천단 지지가 불가능해 대규모 붕괴 위험 발생, 강화된 지보체 긴급 투입 필요","기존 지보재만으로는 막장 자립 및 천단 지지가 불가능해 대규모 붕괴 위험 발생, 강화된 지보체 긴급 투입 필요",Risk
Risk_168,실제 암반등급 하락에 따른 전단면 굴착 불가 및 숏크리트 지보 분할 타설 리스크_도담-영천전철 6공구,도담-영천전철 6공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,실제 암반등급 하락에 따른 전단면 굴착 불가 및 숏크리트 지보 분할 타설 리스크,설계 시 암반 3등급으로 평가되어 전단면 굴착을 계획했으나 실제 막장면 절리 발달로 4등급 하락,붕괴 위험으로 상/하반 분할 굴착으로 강제 전환됨에 따라 숏크리트 타설 횟수 증가 및 사이클 타임 지연,붕괴 위험으로 상/하반 분할 굴착으로 강제 전환됨에 따라 숏크리트 타설 횟수 증가 및 사이클 타임 지연,Risk
Risk_169,"터널 배수공(부직포, 지수재 등) 도면/내역 상이에 따른 숏크리트 배면 지하수 처리 불량 및 누수 리스크_김포도시철도 3공구",김포도시철도 3공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,"터널 배수공(부직포, 지수재 등) 도면/내역 상이에 따른 숏크리트 배면 지하수 처리 불량 및 누수 리스크",숏크리트 타설 후 지하수 유도를 위한 부직포/지수판 수량이 도면에는 있으나 내역서에서 대거 누락,내역 부족을 이유로 배수재 미시공 시 숏크리트 뒷면에 수압이 발생해 구조물 균열 및 심각한 누수 하자 유발,내역 부족을 이유로 배수재 미시공 시 숏크리트 뒷면에 수압이 발생해 구조물 균열 및 심각한 누수 하자 유발,Risk
Risk_170,터널 지보재(락볼트 및 강관다단) 도면-내역 수량 불일치에 따른 지보력 부족 및 원가 상승 리스크_서울지하철 923공구,서울지하철 923공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,터널 지보재(락볼트 및 강관다단) 도면-내역 수량 불일치에 따른 지보력 부족 및 원가 상승 리스크,핵심 지보재인 락볼트 등의 수량이 도면에는 정상 표기되었으나 내역서 집계 오류로 전면 누락되거나 과소 계상,"내역 수량에 맞춰 부족하게 시공할 경우 숏크리트 단독 하중 지지로 붕괴 위험 고조, 정량 시공 시 시공사 막대한 비용 독박","내역 수량에 맞춰 부족하게 시공할 경우 숏크리트 단독 하중 지지로 붕괴 위험 고조, 정량 시공 시 시공사 막대한 비용 독박",Risk
Risk_171,동절기 작업불능일수 과소 산정에 따른 숏크리트/콘크리트 보온양생비 누락 및 초기 동해 리스크_고덕산단폐수처리장 / 시흥 하수,고덕산단폐수처리장 / 시흥 하수,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,동절기 작업불능일수 과소 산정에 따른 숏크리트/콘크리트 보온양생비 누락 및 초기 동해 리스크,예정공정표 수립 시 동절기 불능일수를 과소 산정(30~40일)했으나 실제 한중 콘크리트 양생 필요 일수는 80일 이상,"보온 없이 타설 시 초기 동해로 숏크리트 강도 미달 및 박락 발생, 보온/열풍기 가동 시 시공사 추가 원가 부담 폭증","보온 없이 타설 시 초기 동해로 숏크리트 강도 미달 및 박락 발생, 보온/열풍기 가동 시 시공사 추가 원가 부담 폭증",Risk
Risk_172,장대터널 강재거푸집 장기 사용 및 타설에 따른 라이닝 마감면 요철(물곰보) 발생 및 보수 리스크_파주포천도로 2공구,파주포천도로 2공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,장대터널 강재거푸집 장기 사용 및 타설에 따른 라이닝 마감면 요철(물곰보) 발생 및 보수 리스크,라이닝 폼의 장기간 반복 사용으로 거푸집 표면 열화 및 이음부 단차가 발생해 라이닝 마감 품질 저하,라이닝 표면에 다수의 물곰보(재료분리)와 요철 발생 시 터널 미관 및 내구성 훼손으로 준공 검사 승인 거부 위험,라이닝 표면에 다수의 물곰보(재료분리)와 요철 발생 시 터널 미관 및 내구성 훼손으로 준공 검사 승인 거부 위험,Risk
Risk_173,락볼트/앵커볼트 매입 깊이 부족 및 연단거리 미확보에 따른 지지력 상실 리스크_일반 / 공통 (하자 L/L),일반 / 공통 (하자 L/L),터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,락볼트/앵커볼트 매입 깊이 부족 및 연단거리 미확보에 따른 지지력 상실 리스크,작업 편의를 위해 작업자가 임의로 락볼트 천공/매입 깊이를 설계보다 얕게 시공하고 연단 규정 무시,락볼트가 지반 하중을 지지하지 못하고 하중 작용 시 얕게 박힌 볼트가 지반과 함께 통째로 탈락하는 하자 발생,락볼트가 지반 하중을 지지하지 못하고 하중 작용 시 얕게 박힌 볼트가 지반과 함께 통째로 탈락하는 하자 발생,Risk
Risk_174,부대시설 고정용 앵커 볼트 관통 시공에 따른 방수층 파손 및 누수_일반 / 공통,일반 / 공통,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,부대시설 고정용 앵커 볼트 관통 시공에 따른 방수층 파손 및 누수,방수시트 위로 부대시설용 앵커를 직접 관통하여 고정/타설함,"볼트 틈새 우수 침투로 방수층 열화 및 하부 누수 발생, 앵커 부익 파단","볼트 틈새 우수 침투로 방수층 열화 및 하부 누수 발생, 앵커 부익 파단",Risk
Risk_175,지하수 다량 유입 구간 일반 락볼트 정착 실패 및 팽창형 록볼트(Swellex) 미반영 리스크_일반 / 공통 (지하수 구간 리스크),일반 / 공통 (지하수 구간 리스크),터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,지하수 다량 유입 구간 일반 락볼트 정착 실패 및 팽창형 록볼트(Swellex) 미반영 리스크,용수 및 파쇄대 구간에서 일반 전면접착형(레진/그라우트) 락볼트를 사용하여 수압에 의한 정착액 유실 발생,인발 지지력이 상실되어 볼트가 허공에 매달리고 터널 천단부가 붕괴될 위험 고조 및 시험 불합격 사태 속출,인발 지지력이 상실되어 볼트가 허공에 매달리고 터널 천단부가 붕괴될 위험 고조 및 시험 불합격 사태 속출,Risk
Risk_176,단층/용수 구간 앵커(락볼트) 마찰저항 저하 및 긴장력 손실 리스크_안동댐 비상여수로 현장,안동댐 비상여수로 현장,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,단층/용수 구간 앵커(락볼트) 마찰저항 저하 및 긴장력 손실 리스크,단층/절리가 발달하고 용수가 발생하는 지반에서 접지면 틈새 처리 미흡으로 정착 마찰력 저하,마찰력 부족으로 락볼트 긴장이 서서히 풀리는 크리프(Creep) 발생 및 지보재 이탈/붕괴 유발,마찰력 부족으로 락볼트 긴장이 서서히 풀리는 크리프(Creep) 발생 및 지보재 이탈/붕괴 유발,Risk
Risk_177,연약지반(퇴적층) 구간 앵커 정착 실패 및 가시설 변위 리스크_서남물재생센터 현장,서남물재생센터 현장,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,연약지반(퇴적층) 구간 앵커 정착 실패 및 가시설 변위 리스크,하상퇴적층 등 연약지반에 마찰형 앵커 적용 시 정착장이 견고한 암반이 아닌 느슨한 토사층에 위치,설계 인발 저항력 미달로 앵커가 뽑혀 나오며 가시설 측방 변위 발생 및 공법 전면 변경 사태 유발,설계 인발 저항력 미달로 앵커가 뽑혀 나오며 가시설 측방 변위 발생 및 공법 전면 변경 사태 유발,Risk
Risk_178,실제 암반선 하락에 따른 앵커/락볼트 정착장 강제 연장 및 원가 폭증 리스크_새만금전주 6공구,새만금전주 6공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,실제 암반선 하락에 따른 앵커/락볼트 정착장 강제 연장 및 원가 폭증 리스크,설계 추정 암반선보다 실제 발파암선이 10m 가량 깊게 하향되는 등 지층이 심각하게 연약화되어 출현,지지력 확보를 위해 락볼트 자유장을 당초 5m에서 12m로 대폭 증가함에 따라 자재/천공비 기하급수적 폭증(실행 적자),지지력 확보를 위해 락볼트 자유장을 당초 5m에서 12m로 대폭 증가함에 따라 자재/천공비 기하급수적 폭증(실행 적자),Risk
Risk_179,시공 간섭에 따른 볼트 체결 방식 임의 변경 및 구조 검토 누락 리스크_상주-영천고속 10공구,상주-영천고속 10공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,시공 간섭에 따른 볼트 체결 방식 임의 변경 및 구조 검토 누락 리스크,장비 간섭 등 현장 문제로 설계된 '매립 방식'을 작업자 편의를 위해 '커플러 체결식'으로 임의 구조 변경 시공,구조 변경에 대한 기술사 검토(인발/전단력) 누락으로 지지력 부족 사태 발생 및 외부 하중 시 구조물 전도 사고,구조 변경에 대한 기술사 검토(인발/전단력) 누락으로 지지력 부족 사태 발생 및 외부 하중 시 구조물 전도 사고,Risk
Risk_180,"연약지반(토사, 퇴적층) 및 지하수 구간 어스앵커/락볼트 정착 불량 및 지지력 상실 리스크_서남위생처리현대화 현장",서남위생처리현대화 현장,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,"연약지반(토사, 퇴적층) 및 지하수 구간 어스앵커/락볼트 정착 불량 및 지지력 상실 리스크",지하수 용출이 발생하는 느슨한 퇴적토층에 앵커/락볼트를 무리하게 적용하여 정착장이 견고한 지층에 미달,그라우트 유실 및 정착 불량으로 설계 인발력이 미달되며 지보재가 지중에서 뽑혀 나와 가시설 변위/붕괴 위험 발생,그라우트 유실 및 정착 불량으로 설계 인발력이 미달되며 지보재가 지중에서 뽑혀 나와 가시설 변위/붕괴 위험 발생,Risk
Risk_181,막장면 연약지반 락볼트(GRP Bolt) 단독 시공에 따른 막장 자립 실패 리스크_김포도시철도 3공구,김포도시철도 3공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,막장면 연약지반 락볼트(GRP Bolt) 단독 시공에 따른 막장 자립 실패 리스크,지하수 유출 및 지반 연약화로 토사 슬라이딩이 발생하는 구간에서 보조공법(GRP Bolt)만 시공하고 표면 보강 간과,락볼트 마찰력만으로는 막장 자립이 불가능해 막장면이 전면 슬라이딩되는 붕락 사고 위험 및 공기 지연,락볼트 마찰력만으로는 막장 자립이 불가능해 막장면이 전면 슬라이딩되는 붕락 사고 위험 및 공기 지연,Risk
Risk_182,터널 라이닝 철근 처짐 방지용 앵커(락볼트) 설계 오류 및 지보력 상실 리스크_삼성-동탄광역급행철도 2공구,삼성-동탄광역급행철도 2공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,터널 라이닝 철근 처짐 방지용 앵커(락볼트) 설계 오류 및 지보력 상실 리스크,터널 라이닝 철근의 자중을 전이할 처짐 방지용 앵커 설계 시 함수 오류 및 간격 조정 미흡으로 수량 과소 산정,설계 수량대로 시공 시 중량의 철근망이 하중을 견디지 못하고 처지거나 콘크리트 타설 시 철근망 전체 붕괴 위험,설계 수량대로 시공 시 중량의 철근망이 하중을 견디지 못하고 처지거나 콘크리트 타설 시 철근망 전체 붕괴 위험,Risk
Risk_183,록볼트 규격 미고려에 따른 숏크리트 설계 두께 미달 및 추가 타설 리스크_안성-구리고속 11공구,안성-구리고속 11공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,록볼트 규격 미고려에 따른 숏크리트 설계 두께 미달 및 추가 타설 리스크,GFRP 록볼트의 실제 조입부 돌출 길이를 고려하지 않고 숏크리트 설계 두께를 얇게 산정,"록볼트 끝단 노출로 후속 방수시트가 찢어지는 훼손 발생, 이를 가리기 위한 기하급수적 숏크리트 추가 자재비 발생","록볼트 끝단 노출로 후속 방수시트가 찢어지는 훼손 발생, 이를 가리기 위한 기하급수적 숏크리트 추가 자재비 발생",Risk
Risk_184,암반선 하락에 따른 락볼트 지보 불가 및 어스앵커 강제 변경 리스크_서울지하철 923공구,서울지하철 923공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,암반선 하락에 따른 락볼트 지보 불가 및 어스앵커 강제 변경 리스크,설계 시 얕게 적용된 암반선이 상이하여 실제 굴착 시 두꺼운 토사/풍화대가 출현해 짧은 락볼트 시공 불가,기존 락볼트로는 암반 정착장 형성이 불가능해 지보력이 상실되며 장공의 어스앵커로 교체함에 따른 공기 지연 및 원가 폭증,기존 락볼트로는 암반 정착장 형성이 불가능해 지보력이 상실되며 장공의 어스앵커로 교체함에 따른 공기 지연 및 원가 폭증,Risk
Risk_185,터널 락볼트 설계도면과 수량산출서 간 수량 불일치 및 누락 리스크_서울지하철 923공구,서울지하철 923공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,터널 락볼트 설계도면과 수량산출서 간 수량 불일치 및 누락 리스크,터널 지보패턴 설계 시 도면의 배치 간격과 수량산출서/내역서 간 단순 계산 오류로 인한 수량 과소 산정,"내역에 맞춰 부족하게 시공 시 터널 이완 하중 지지력 부족으로 붕괴 위험, 도면대로 시공 시 시공사 자재비 손해","내역에 맞춰 부족하게 시공 시 터널 이완 하중 지지력 부족으로 붕괴 위험, 도면대로 시공 시 시공사 자재비 손해",Risk
Risk_186,암판정 결과 사면 안정성 기준 미달에 따른 락볼트(Rock Bolt) 추가 보강 리스크_오남수동도로,오남수동도로,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,암판정 결과 사면 안정성 기준 미달에 따른 락볼트(Rock Bolt) 추가 보강 리스크,무보강으로 계획된 갱구부/사면 구간 굴착 중 암판정 결과 절리 발달 및 암괴 이완 확인으로 안전율 기준 미달,"설계대로 무보강 시공 시 사면 대규모 슬라이딩 및 구조물 훼손 위험, 긴급 보강에 따른 공기 지연 및 원가 상승","설계대로 무보강 시공 시 사면 대규모 슬라이딩 및 구조물 훼손 위험, 긴급 보강에 따른 공기 지연 및 원가 상승",Risk
Risk_187,어스앵커 여유장(돌출부) 미반영 및 띠장 스티프너 누락에 따른 긴장 실패_서남위생현대화,서남위생현대화,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,어스앵커 여유장(돌출부) 미반영 및 띠장 스티프너 누락에 따른 긴장 실패,인장기 물림을 위한 여유장과 띠장 좌굴 방지 보강재를 내역에서 누락,강연선 길이가 짧아 긴장 자체가 불가능해지며 띠장이 찌그러져 붕괴 위험,강연선 길이가 짧아 긴장 자체가 불가능해지며 띠장이 찌그러져 붕괴 위험,Risk
Risk_188,사면 지반조건 상이에 따른 어스앵커 지보재 긴급 추가 투입_서울지하철 923공구,서울지하철 923공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,사면 지반조건 상이에 따른 어스앵커 지보재 긴급 추가 투입,굴착 결과 지반 상태가 불량하고 사면이 굴착부와 극도로 근접함이 확인됨,무보강 시 사면 대규모 활동(붕괴) 위험으로 대량의 어스앵커 긴급 투입,무보강 시 사면 대규모 활동(붕괴) 위험으로 대량의 어스앵커 긴급 투입,Risk
Risk_189,GRP Bolt 정착 실패 및 막장 붕락 리스크_김포도시철도 3공구,김포도시철도 3공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,GRP Bolt 정착 실패 및 막장 붕락 리스크,• 사유지 하부 통과로 본선 이격 시추(Blind Area) 데이터 맹신. • 실제 굴착 시 풍화암선 급저하로 GRP Bolt 정착력(인발강도) 상실.,• 막장면 자립 붕괴 및 지표면 함몰 재난 발생. • 지보패턴 상향(PD-4→5) 및 막장 숏크리트 긴급 타설로 23.6억 원가 폭증.,• 막장면 자립 붕괴 및 지표면 함몰 재난 발생. • 지보패턴 상향(PD-4→5) 및 막장 숏크리트 긴급 타설로 23.6억 원가 폭증.,Risk
Risk_190,저토피 구간 굴착 중 지반 하중 전이 실패 및 지표 침하 리스크_서해선 복선전철 5공구,서해선 복선전철 5공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,저토피 구간 굴착 중 지반 하중 전이 실패 및 지표 침하 리스크,저토피 구간 굴착 시 암반의 이완 하중이 강지보 등 지보재로 적기에 전이되지 못하고 상부 지반이 거동함,지보재 지지력 부족으로 터널 천단부 붕괴 고조 및 지표침하(54mm) 발생으로 상부 도로/맨홀 파손,지보재 지지력 부족으로 터널 천단부 붕괴 고조 및 지표침하(54mm) 발생으로 상부 도로/맨홀 파손,Risk
Risk_191,다량의 지하수 유출에 따른 강지보재(지보패턴) 내공변위 및 붕괴 리스크_삼성-동탄 GTX 2공구,삼성-동탄 GTX 2공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,다량의 지하수 유출에 따른 강지보재(지보패턴) 내공변위 및 붕괴 리스크,고압 지하수 유출로 지반이 급격히 연약화되며 강지보 및 숏크리트 지보재에 과도한 하중이 집중됨,지보재가 하중을 견디지 못하고 구조적 일체성이 상실되며 내측으로 급격히 변형(단면 축소) 및 붕괴 위기,지보재가 하중을 견디지 못하고 구조적 일체성이 상실되며 내측으로 급격히 변형(단면 축소) 및 붕괴 위기,Risk
Risk_192,하부 지반 연약화(암선 하락)에 따른 지보재 기초 지지력 부족 및 바닥면 침하 리스크_동대구-영천전철 4공구,동대구-영천전철 4공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,하부 지반 연약화(암선 하락)에 따른 지보재 기초 지지력 부족 및 바닥면 침하 리스크,원설계 대비 실제 굴착 시 암선이 급락하여 강지보 하부 기초 지반이 연약한 뻘층이나 점토질로 출현,강지보 기초(Footing) 지지력 부족으로 지보재가 땅속으로 침하되며 터널 자립 실패 및 과굴착 보강비 폭증,강지보 기초(Footing) 지지력 부족으로 지보재가 땅속으로 침하되며 터널 자립 실패 및 과굴착 보강비 폭증,Risk
Risk_193,지반 거동(토압)에 의한 강지보재 내측 변형(변위) 및 라이닝 콘크리트 두께 미확보 리스크_현장 공통 리스크,현장 공통 리스크,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,지반 거동(토압)에 의한 강지보재 내측 변형(변위) 및 라이닝 콘크리트 두께 미확보 리스크,불량 지층 굴착 후 토압 및 시간 의존적 거동(Creep)에 의해 강지보가 터널 내측으로 서서히 밀려 들어옴,강지보가 시설한계를 침범하여 라이닝 타설 시 필수 두께가 미달되거나 지보재를 뜯어내고 재시공하는 손실 발생,강지보가 시설한계를 침범하여 라이닝 타설 시 필수 두께가 미달되거나 지보재를 뜯어내고 재시공하는 손실 발생,Risk
Risk_194,암판정 결과에 따른 지보패턴 상향(강화) 및 강지보재/숏크리트 수량 폭증 리스크_새만금전주 5공구,새만금전주 5공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,암판정 결과에 따른 지보패턴 상향(강화) 및 강지보재/숏크리트 수량 폭증 리스크,터널 굴착 중 암판정 결과 실제 지반 상태가 설계보다 불량한 연암/토사 혼재 구간으로 다수 판정됨,"양호한 암반용 패턴 적용 불가로 강지보재가 촘촘한 하위 패턴(Type IV, V) 대거 적용에 따른 자재비 폭증/적자","양호한 암반용 패턴 적용 불가로 강지보재가 촘촘한 하위 패턴(Type IV, V) 대거 적용에 따른 자재비 폭증/적자",Risk
Risk_195,막장 암질 급변 시 지보패턴(Type) 변경 결정 지연 및 무보강에 따른 대규모 붕락 리스크_도담-영천전철 3공구,도담-영천전철 3공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,막장 암질 급변 시 지보패턴(Type) 변경 결정 지연 및 무보강에 따른 대규모 붕락 리스크,설계와 상이한 대규모 단층파쇄대 조우 시 발주처와의 협의 및 지보 보강(상위 패턴) 변경 결정이 지연됨,취약 지반을 무보강 상태로 방치하거나 낮은 패턴을 고집하다 대규모 붕락 사고로 공사 중단 및 천문학적 복구비 발생,취약 지반을 무보강 상태로 방치하거나 낮은 패턴을 고집하다 대규모 붕락 사고로 공사 중단 및 천문학적 복구비 발생,Risk
Risk_196,막장 지반조건 변화에 따른 잦은 발파(지보)패턴 변경 및 하도급 정산 분쟁 리스크_삼성-동탄 GTX 2공구,삼성-동탄 GTX 2공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,막장 지반조건 변화에 따른 잦은 발파(지보)패턴 변경 및 하도급 정산 분쟁 리스크,터널 굴착 중 지질 수시 변동에 따라 굴착 공법 및 지보패턴(강지보 간격 등)이 빈번하게 변경됨,변경에 의한 강지보재/천공 물량 증감에 대해 하도급 정산 및 합의 지연으로 협력사 자금난 및 공정 중단 분쟁,변경에 의한 강지보재/천공 물량 증감에 대해 하도급 정산 및 합의 지연으로 협력사 자금난 및 공정 중단 분쟁,Risk
Risk_197,시험발파 진동 초과 및 지질 상이에 따른 터널 굴착패턴(공법) 전면 변경 리스크_서울지하철 923공구,서울지하철 923공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,시험발파 진동 초과 및 지질 상이에 따른 터널 굴착패턴(공법) 전면 변경 리스크,실제 지하수위 및 지층 두께가 설계와 상이하여 시험발파 진동이 보안건물 허용치(2mm/sec)를 심각하게 초과,기존 발파 고수 시 민원/건물 훼손 위험으로 전 구간 '무진동 굴착' 전면 변경에 따른 공사비 폭증 및 굴진 효율 급감,기존 발파 고수 시 민원/건물 훼손 위험으로 전 구간 '무진동 굴착' 전면 변경에 따른 공사비 폭증 및 굴진 효율 급감,Risk
Risk_198,터널 갱구부 암반선 하락에 따른 사면 안정성 상실 및 지보 보강(Soil Nailing) 추가 리스크_부산외곽순환고속 9공구,부산외곽순환고속 9공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,터널 갱구부 암반선 하락에 따른 사면 안정성 상실 및 지보 보강(Soil Nailing) 추가 리스크,추가 보링 시추 결과 실제 암반선이 설계보다 훨씬 깊게 형성되어 있어 기존 갱구부 지보 패턴으로 안정성 미확보,계획된 사면 경사로는 상부 토사/풍화암의 슬라이딩을 방어할 수 없어 대규모 사면 붕괴 위험 및 복구비 투입,계획된 사면 경사로는 상부 토사/풍화암의 슬라이딩을 방어할 수 없어 대규모 사면 붕괴 위험 및 복구비 투입,Risk
Risk_199,암질 불량 및 절리 과다 노출에 따른 굴착(지보) 효율 급감 및 공기 지연 리스크_새만금전주 5공구,새만금전주 5공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,암질 불량 및 절리 과다 노출에 따른 굴착(지보) 효율 급감 및 공기 지연 리스크,설계 시 양호하게 평가되었으나 실제 굴착 결과 심각한 절리 및 토사 혼재 등 불량 지층이 장기간 노출됨,발파 효율 저하로 일일 물량이 설계의 반토막으로 급감하고 총 526일의 공기 지연 및 장비·인원 대기료 폭증,발파 효율 저하로 일일 물량이 설계의 반토막으로 급감하고 총 526일의 공기 지연 및 장비·인원 대기료 폭증,Risk
Risk_200,설계 상이 암질 출현에 따른 잦은 암판정 시행 및 터널 지보/굴착 공기 지연 리스크_오남수동도로,오남수동도로,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,설계 상이 암질 출현에 따른 잦은 암판정 시행 및 터널 지보/굴착 공기 지연 리스크,굴착 중 설계 지반조사와 상이한 불량 암질이 지속 출현하여 적정 지보패턴 결정을 위한 암판정이 빈번히 개최됨,지보패턴 확정을 위한 작업 대기 시간과 발파 시간 제한 조건이 맞물려 계획 대비 터널 굴착 공기가 심각하게 초과됨,지보패턴 확정을 위한 작업 대기 시간과 발파 시간 제한 조건이 맞물려 계획 대비 터널 굴착 공기가 심각하게 초과됨,Risk
Risk_201,다량의 지하수 유출 및 암질 불량 조우에 따른 지보패턴 전면 상향(강화) 리스크_서울지하철 923공구,서울지하철 923공구,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,다량의 지하수 유출 및 암질 불량 조우에 따른 지보패턴 전면 상향(강화) 리스크,설계 시 지하수위가 낮고 암질이 양호할 것으로 예측되어 얇은 지보패턴(PS-4)을 적용함,실제 굴착 시 고압 지하수가 유출되고 연약대가 출현하여 기존 지보만으로는 막장 자립 및 천단부 지지 불가(붕락 위험),실제 굴착 시 고압 지하수가 유출되고 연약대가 출현하여 기존 지보만으로는 막장 자립 및 천단부 지지 불가(붕락 위험),Risk
Risk_202,하부 지반 연약화(암선 하락)에 따른 지보재 기초 지지력 상실 및 바닥면 침하 리스크_동대구-영천전철,동대구-영천전철,터널(NATM)표춘체크리스(26년4월 13일) (2).xlsx,1.0,3.0,1.0,1.0,0.0,1.0,하부 지반 연약화(암선 하락)에 따른 지보재 기초 지지력 상실 및 바닥면 침하 리스크,실제 굴착 시 터널 하부 암선이 급격히 하락하여 상부 강지보를 지지해야 할 바닥 지반이 불량한 뻘층으로 노출됨,바닥 기초 지내력 부족으로 강지보 하부가 지반 속으로 침하되며 천단부가 연동해 주저앉는(내측 수렴) 위험 및 보강비 발생,바닥 기초 지내력 부족으로 강지보 하부가 지반 속으로 침하되며 천단부가 연동해 주저앉는(내측 수렴) 위험 및 보강비 발생,Risk
