id:ID,action,source_project,target_risk,expected_effect,required_equipment,related_standard,responsible_role,:LABEL
Strat_150,"터널 인접 하천 및 지하수위를 고려한 갱내 차수 그라우팅 적용 구간을 선제적으로 선정하고, 용수 과다 유입에 대비한 대용량 배수펌프 및 오폐수처리시설 증설 부지를 사전 확보함_일반 / 공통 (중봉터널 L/L)",일반 / 공통 (중봉터널 L/L),Risk_150,"돌발 용수로 인해 숏크리트 등 터널 보강공의 시공성이 극도로 저하되고 막장면이 슬라이딩되며, 기존 오폐수처리시설 및 배수 펌프의 용량을 초과하여 터널 수몰 및 하천 오염 사고가 유발됨",배수펌프,,,Strategy
Strat_151,"막장 관찰 및 암판정을 통해 지질 상태가 불량함이 확인되면, 굴진을 중지하고 상하반 분할 굴착, 강지보 추가, 인버트 조기 폐합 등 지질조건에 맞는 적정 지보/굴착 공법으로 즉시 재설계함_일반 / 공통 (중봉터널 L/L)",일반 / 공통 (중봉터널 L/L),Risk_151,"일반적인 암반 지보패턴을 토사/연약 지층에 무리하게 적용할 경우 지내력 부족과 편토압이 발생하여, 터널 내공 변위(수축)가 허용치를 초과하고 종국에는 터널 붕괴로 이어짐",,,,Strategy
Strat_152,여굴 최소화를 위한 발파 패턴 조정 및 초과 투입 자재량에 대한 실정보고/도급 정산 추진_새만금전주 6공구,새만금전주 6공구,Risk_152,과굴착 공간 채움을 위한 실제 투입량이 설계 대비 최대 133% 폭증하여 현장 실행 원가 심각한 악화,,,,Strategy
Strat_153,"용수 구간 배합설계 재검토, 부착력이 우수한 분말형 또는 고성능 알칼리프리 급결제로 변경 시공_중봉터널 / 공통",중봉터널 / 공통,Risk_153,"숏크리트가 벽면에서 흘러내리거나 대량 탈락 발생, 과다 투입 시 장기 강도 저하 및 균열 유발",,,,Strategy
Strat_154,막장 자립 및 지반 이완 방지를 위해 굴착 즉시 Face Shotcrete 타설하도록 지보 패턴 강제 변경 및 실정보고_김포도시철도 3공구,김포도시철도 3공구,Risk_154,굴착 직후 노출된 막장의 이완으로 전면부 슬라이딩 발생 및 지보재 연동 변형으로 인한 대형 붕락 위험,,,,Strategy
Strat_155,리바운드재가 암버력과 섞이기 전 분리 수거하여 폐기물로 지정하고 발생 수량을 산출하여 도급 정산 실시_오남수동도로,오남수동도로,Risk_155,"숏크리트 잔재물이 버력과 섞일 경우 일반 성토재 유용 불가, 이를 위탁 처리하는 막대한 비용 시공사 부담",,,,Strategy
Strat_156,습식 숏크리트 적용을 원칙화하고 이동식 집진기 및 살수분무장치를 막장 근접부에 추가 설치하여 분진 강제 저감_새만금전주 6공구,새만금전주 6공구,Risk_156,막장 내 고농도 분진으로 시야가 차단되어 장비 충돌 사고 유발 및 근로자의 진폐증 등 직업병 노출,,,,Strategy
Strat_157,이완 발생 즉시 굴착면에 숏크리트 밀폐 타설(Sealing)을 선행하여 지반을 안정화시키고 추가 비용 실정보고_신림선 경전철 2공구,신림선 경전철 2공구,Risk_157,"지반 탈락으로 강관 지지력 상실 및 막장 붕락 위험 고조, 이를 메우기 위한 대규모 숏크리트 긴급 타설 비용 발생",,,,Strategy
Strat_158,일반 시트방수를 취소하고 굴곡진 면과 완벽히 일체화되는 자착식(접착식) 방수시트 또는 도막방수로 공법 변경_인천공항철도 서울역,인천공항철도 서울역,Risk_158,"요철 부위에 시트 밀착이 불가하여 방수층이 들뜨고, 라이닝 타설 시 시트 파손 및 지하수 대량 유입 하자 발생",,,,Strategy
Strat_159,정밀 3D 선형에 맞춰 타설 하중을 견딜 수 있는 형상유지 가설 지지대를 제작/설치하고 누락 비용 실정보고 추진_평창슬라이딩센터,평창슬라이딩센터,Risk_159,지지대 없이 타설 시 형상이 무너지고 대량의 리바운드 발생으로 정밀 선형 확보 불가 및 재시공 비용 폭증,,,,Strategy
Strat_160,고압 살수 및 브레이커를 이용해 풍화암/이물질을 완벽히 제거(치핑)하여 부착 강도를 확보하고 실정보고 추진_평화의댐 치수능력증대,평화의댐 치수능력증대,Risk_160,"사면의 뜬돌, 이물질로 인해 숏크리트가 부착되지 않고 박리 현상 발생하여 지보력 상실, 치핑비 시공사 과다 투입",,,,Strategy
Strat_161,"즉각 굴진 중단 후 선진 천공으로 지층 재확인, 지보 패턴 상향(숏크리트 두께 및 강지보 상향) 실시_김포도시철도 3공구",김포도시철도 3공구,Risk_161,"지반 이완으로 숏크리트 심각한 인장 균열 및 강지보 좌굴 변형 발생, 막장 붕락 위험 초래",,,,Strategy
Strat_162,현장 B/P 운영의 불가피성을 발주처에 소명하고 B/P 설치/해체비 및 운영 가설비를 실정보고 추진_중봉터널 L/L / 공통,중봉터널 L/L / 공통,Risk_162,B/P 전담 인력 및 장비 대여료가 시공사 단가에 미반영되어 장기간 굴착 중 막대한 원가 누수 발생,,,발주처,Strategy
Strat_163,요철보정층을 수치 고정이 아닌 '방수시트 보호를 위한 곡률 만족' 기준으로 합의하고 실측 정산 추진_중봉터널 L/L / 공통,중봉터널 L/L / 공통,Risk_163,감리가 도면 수치를 근거로 깊은 여굴까지 채움을 강제할 경우 불필요한 숏크리트 낭비 및 공기 지연 폭증,,기준,,Strategy
Strat_164,숏크리트 타설 전 용출 점에 유공관 및 부직포를 선시공하여 배수를 유도하고 나공홀을 밀실하게 충진_설계시공 하자 L/L,설계시공 하자 L/L,Risk_164,숏크리트 배면에 갇힌 지하수압으로 인해 콘크리트 층이 파열/균열되고 터널 내부로 대량의 누수/백태 발생,,,,Strategy
Strat_165,시공 전 3D 전개도를 작성하여 확폭부의 실제 겉면적을 재산출하고 누락 물량에 대해 실정보고 추진_부산외곽순환고속 9공구,부산외곽순환고속 9공구,Risk_165,시공 난이도가 높은 확폭부 숏크리트 및 방수시트 비용을 시공사가 고스란히 부담하여 실행 적자 유발,,,,Strategy
Strat_166,3D 스캐닝 등 실측 자료를 바탕으로 추가 수량을 산출하고 지보패턴 상향에 따른 여굴 정산 실정보고 추진_파주포천도로 2공구,파주포천도로 2공구,Risk_166,설계 단면 초과 여굴 공간(Void)을 모두 숏크리트로 채워야 함에 따라 자재/타설 수량 급증 및 협력사 손실 발생,,,,Strategy
Strat_167,굴진 즉시 중지 후 지보패턴을 분할 굴착 및 숏크리트 증두께 방식으로 변경 적용하고 설계 변경 실시_서울지하철 923공구,서울지하철 923공구,Risk_167,"기존 지보재만으로는 막장 자립 및 천단 지지가 불가능해 대규모 붕괴 위험 발생, 강화된 지보체 긴급 투입 필요",,,,Strategy
Strat_168,철저한 암판정으로 지질 상태를 입증하고 지보패턴을 상하반 분할 타설 방식으로 변경하여 안정성 확보/정산_도담-영천전철 6공구,도담-영천전철 6공구,Risk_168,붕괴 위험으로 상/하반 분할 굴착으로 강제 전환됨에 따라 숏크리트 타설 횟수 증가 및 사이클 타임 지연,,,,Strategy
Strat_169,도면 기준 배수 자재 수량을 정밀 재산출하여 실정보고 추진 및 밀실한 유도 배수 체계 확보_김포도시철도 3공구,김포도시철도 3공구,Risk_169,내역 부족을 이유로 배수재 미시공 시 숏크리트 뒷면에 수압이 발생해 구조물 균열 및 심각한 누수 하자 유발,,기준,,Strategy
Strat_170,도면 기준 락볼트/강관 수량을 재산출해 실정보고를 통해 도급 증액을 추진하고 정량 시공으로 터널 안정성 확보_서울지하철 923공구,서울지하철 923공구,Risk_170,"내역 수량에 맞춰 부족하게 시공할 경우 숏크리트 단독 하중 지지로 붕괴 위험 고조, 정량 시공 시 시공사 막대한 비용 독박",,기준,,Strategy
Strat_171,실제 기상 데이터를 근거로 한중 숏크리트 보온양생 시행 승인을 득하고 열풍기/천막 등 보온 비용 실정보고_고덕산단폐수처리장 / 시흥 하수,고덕산단폐수처리장 / 시흥 하수,Risk_171,"보온 없이 타설 시 초기 동해로 숏크리트 강도 미달 및 박락 발생, 보온/열풍기 가동 시 시공사 추가 원가 부담 폭증",,,,Strategy
Strat_172,표면 품질 확보를 위해 거푸집 탈형 후 전면적인 샌드 그라인딩 연마 작업을 실시하고 추가 인건비 실정보고_파주포천도로 2공구,파주포천도로 2공구,Risk_172,라이닝 표면에 다수의 물곰보(재료분리)와 요철 발생 시 터널 미관 및 내구성 훼손으로 준공 검사 승인 거부 위험,,,,Strategy
Strat_173,시공상세도와 구조계산서 대조 검토 및 천공 깊이에 대한 전수 검측을 통해 도면 명시 깊이 100% 준수 통제_일반 / 공통 (하자 L/L),일반 / 공통 (하자 L/L),Risk_173,락볼트가 지반 하중을 지지하지 못하고 하중 작용 시 얕게 박힌 볼트가 지반과 함께 통째로 탈락하는 하자 발생,,,,Strategy
Strat_174,비관통 고정 방식 적용 또는 앵커 주변 코킹/씰링 보강 후 보호 무근 타설_일반 / 공통,일반 / 공통,Risk_174,"볼트 틈새 우수 침투로 방수층 열화 및 하부 누수 발생, 앵커 부익 파단",,,,Strategy
Strat_175,용수 구간 수압 팽창 원리로 암반에 밀착되는 팽창형 록볼트(Swellex 등)로 즉각 변경 시공하여 지지력 확보_일반 / 공통 (지하수 구간 리스크),일반 / 공통 (지하수 구간 리스크),Risk_175,인발 지지력이 상실되어 볼트가 허공에 매달리고 터널 천단부가 붕괴될 위험 고조 및 시험 불합격 사태 속출,,,,Strategy
Strat_176,"용수 구간 정착장 길이 연장 및 그라우팅 압력 증대, 장기 거동을 고려한 보강 설계 적용_안동댐 비상여수로 현장",안동댐 비상여수로 현장,Risk_176,마찰력 부족으로 락볼트 긴장이 서서히 풀리는 크리프(Creep) 발생 및 지보재 이탈/붕괴 유발,,,,Strategy
Strat_177,퇴적층 구간 버팀보 공법으로 변경하거나 정착장이 견고한 암반층까지 도달하도록 심도 연장 설계 재수행_서남물재생센터 현장,서남물재생센터 현장,Risk_177,설계 인발 저항력 미달로 앵커가 뽑혀 나오며 가시설 측방 변위 발생 및 공법 전면 변경 사태 유발,,,,Strategy
Strat_178,지반조사 결과 기반 구조 재검토를 통해 안정성을 확보하고 지질 조건 상이에 따른 물량 증가분을 실정보고 반영_새만금전주 6공구,새만금전주 6공구,Risk_178,지지력 확보를 위해 락볼트 자유장을 당초 5m에서 12m로 대폭 증가함에 따라 자재/천공비 기하급수적 폭증(실행 적자),,,,Strategy
Strat_179,체결 방식 변경 시 공인 구조 검토 및 현장 인발 테스트를 의무화하고 감리단 서면 승인 후 시공하도록 관리 강화_상주-영천고속 10공구,상주-영천고속 10공구,Risk_179,구조 변경에 대한 기술사 검토(인발/전단력) 누락으로 지지력 부족 사태 발생 및 외부 하중 시 구조물 전도 사고,,,감리단,Strategy
Strat_180,정착 심도를 단단한 암반층까지 연장하거나 앵커 대신 버팀보 등 타 지보 공법으로 전면 재설계하여 안정성 확보_서남위생처리현대화 현장,서남위생처리현대화 현장,Risk_180,그라우트 유실 및 정착 불량으로 설계 인발력이 미달되며 지보재가 지중에서 뽑혀 나와 가시설 변위/붕괴 위험 발생,,,,Strategy
Strat_181,굴착 즉시 막장면에 숏크리트(Face Shotcrete)를 뿜어붙여 굴착면을 신속히 밀폐(Sealing)함으로써 복합 지지력 확보_김포도시철도 3공구,김포도시철도 3공구,Risk_181,락볼트 마찰력만으로는 막장 자립이 불가능해 막장면이 전면 슬라이딩되는 붕락 사고 위험 및 공기 지연,,,,Strategy
Strat_182,철근 자중을 지지하도록 처짐 방지용 앵커 설치 간격을 좁히고 수량을 대폭 추가하여 안정성 확보 후 실정보고 추진_삼성-동탄광역급행철도 2공구,삼성-동탄광역급행철도 2공구,Risk_182,설계 수량대로 시공 시 중량의 철근망이 하중을 견디지 못하고 처지거나 콘크리트 타설 시 철근망 전체 붕괴 위험,,,,Strategy
Strat_183,방수층 보호를 위해 록볼트가 완전히 덮이도록 설계 두께를 상향하고 설계 오류에 따른 추가 비용 실정보고_안성-구리고속 11공구,안성-구리고속 11공구,Risk_183,"록볼트 끝단 노출로 후속 방수시트가 찢어지는 훼손 발생, 이를 가리기 위한 기하급수적 숏크리트 추가 자재비 발생",,,,Strategy
Strat_184,지반 시추 데이터를 근거로 락볼트 대신 깊은 정착장을 확보할 수 있는 어스앵커 공법으로 변경하여 터널 안정성 확보_서울지하철 923공구,서울지하철 923공구,Risk_184,기존 락볼트로는 암반 정착장 형성이 불가능해 지보력이 상실되며 장공의 어스앵커로 교체함에 따른 공기 지연 및 원가 폭증,,,,Strategy
Strat_185,시공 전 도면 기준 락볼트 수량 정밀 재산출 및 실정보고를 통한 내역 증액 후 정량 시공으로 안정성 확보_서울지하철 923공구,서울지하철 923공구,Risk_185,"내역에 맞춰 부족하게 시공 시 터널 이완 하중 지지력 부족으로 붕괴 위험, 도면대로 시공 시 시공사 자재비 손해",,기준,,Strategy
Strat_186,암판정 기반 사면안정해석 재수행 후 락볼트 및 숏크리트 보강으로 설계변경 실시하여 구조적 안정성 확보_오남수동도로,오남수동도로,Risk_186,"설계대로 무보강 시공 시 사면 대규모 슬라이딩 및 구조물 훼손 위험, 긴급 보강에 따른 공기 지연 및 원가 상승",,,,Strategy
Strat_187,물림 길이를 고려해 규격 수정 발주하고 스티프너 자재비를 실정보고 반영_서남위생현대화,서남위생현대화,Risk_187,강연선 길이가 짧아 긴장 자체가 불가능해지며 띠장이 찌그러져 붕괴 위험,,,,Strategy
Strat_188,굴착 보류 후 사면안정성 재검토를 거쳐 앵커 추가 설치 실정보고 승인_서울지하철 923공구,서울지하철 923공구,Risk_188,무보강 시 사면 대규모 활동(붕괴) 위험으로 대량의 어스앵커 긴급 투입,,,,Strategy
Strat_189,• 이격 시추 구간 TSP/GPR 탐사 빈도 2배 강화. • 인발테스트 미달 시 즉각 강관다단그라우팅(대구경)으로 공법 선제 전환._김포도시철도 3공구,김포도시철도 3공구,Risk_189,• 막장면 자립 붕괴 및 지표면 함몰 재난 발생. • 지보패턴 상향(PD-4→5) 및 막장 숏크리트 긴급 타설로 23.6억 원가 폭증.,,,,Strategy
Strat_190,"즉각 굴착 중지 및 강지보재 긴급 덧대기 보강, 지표 구조물 보수 및 특수 정밀안정성 검토 수행_서해선 복선전철 5공구",서해선 복선전철 5공구,Risk_190,지보재 지지력 부족으로 터널 천단부 붕괴 고조 및 지표침하(54mm) 발생으로 상부 도로/맨홀 파손,,,,Strategy
Strat_191,기술지원을 통해 차수 그라우팅 및 강지보재 긴급 덧대기 보강을 실시하여 지보 시스템 복원 및 안정성 확보_삼성-동탄 GTX 2공구,삼성-동탄 GTX 2공구,Risk_191,지보재가 하중을 견디지 못하고 구조적 일체성이 상실되며 내측으로 급격히 변형(단면 축소) 및 붕괴 위기,,,,Strategy
Strat_192,연약 바닥면을 과굴착한 뒤 빈배합 콘크리트로 치환 보강하여 강지보 하부 지지력을 확보하고 실정보고 추진_동대구-영천전철 4공구,동대구-영천전철 4공구,Risk_192,강지보 기초(Footing) 지지력 부족으로 지보재가 땅속으로 침하되며 터널 자립 실패 및 과굴착 보강비 폭증,,,,Strategy
Strat_193,"변위 수렴 미달 구간 굴착 중지 및 추가 강지보/인버트 조기 폐합 실시, 여유폭 없는 구간은 재굴착 복구공사 시행_현장 공통 리스크",현장 공통 리스크,Risk_193,강지보가 시설한계를 침범하여 라이닝 타설 시 필수 두께가 미달되거나 지보재를 뜯어내고 재시공하는 손실 발생,,,,Strategy
Strat_194,암판정 위원회 증빙 자료를 바탕으로 지보패턴 상향 실정보고 완수 및 발주처 설계변경(도급 증액) 확보_새만금전주 5공구,새만금전주 5공구,Risk_194,"양호한 암반용 패턴 적용 불가로 강지보재가 촘촘한 하위 패턴(Type IV, V) 대거 적용에 따른 자재비 폭증/적자",,,발주처,Strategy
Strat_195,외부 전문기관 검증을 통해 전 구간 지보패턴 상향 보완설계를 수행하여 발주처 설득 및 총사업비 증액 확보_도담-영천전철 3공구,도담-영천전철 3공구,Risk_195,취약 지반을 무보강 상태로 방치하거나 낮은 패턴을 고집하다 대규모 붕락 사고로 공사 중단 및 천문학적 복구비 발생,,,발주처,Strategy
Strat_196,지보패턴 변경 이력을 투명하게 매일 서면 공유하고 실제 시공 물량에 기초한 기성 정산 체계를 구축해 공정 추진_삼성-동탄 GTX 2공구,삼성-동탄 GTX 2공구,Risk_196,변경에 의한 강지보재/천공 물량 증감에 대해 하도급 정산 및 합의 지연으로 협력사 자금난 및 공정 중단 분쟁,,,,Strategy
Strat_197,진동 초과 및 지질 상이성을 계측 데이터로 입증하고 무진동 공법으로의 설계변경을 발주처로부터 승인받음_서울지하철 923공구,서울지하철 923공구,Risk_197,기존 발파 고수 시 민원/건물 훼손 위험으로 전 구간 '무진동 굴착' 전면 변경에 따른 공사비 폭증 및 굴진 효율 급감,,,발주처,Strategy
Strat_198,정밀 사면안정성 검토를 거쳐 Soil Nailing 및 숏크리트 등 영구 지보 패턴을 추가 반영하는 실정보고 추진 및 안정화_부산외곽순환고속 9공구,부산외곽순환고속 9공구,Risk_198,계획된 사면 경사로는 상부 토사/풍화암의 슬라이딩을 방어할 수 없어 대규모 사면 붕괴 위험 및 복구비 투입,,,,Strategy
Strat_199,매 발파 시마다 암판정 결과를 객관적으로 증빙하여 불가항력적 효율 저하임을 소명하고 공기 연장 및 간접비 실정보고_새만금전주 5공구,새만금전주 5공구,Risk_199,발파 효율 저하로 일일 물량이 설계의 반토막으로 급감하고 총 526일의 공기 지연 및 장비·인원 대기료 폭증,,,,Strategy
Strat_200,매 막장 객관적 암판정 결과를 바탕으로 지보패턴 변경을 신속 확정하고 불가항력적 지연에 대한 실정보고 강력 추진_오남수동도로,오남수동도로,Risk_200,지보패턴 확정을 위한 작업 대기 시간과 발파 시간 제한 조건이 맞물려 계획 대비 터널 굴착 공기가 심각하게 초과됨,,,,Strategy
Strat_201,즉각 굴진 중지 및 취약 구간 지보패턴을 분할 굴착 및 지보재 증두께 패턴(PS-2B)으로 대폭 상향 변경해 안정성 확보_서울지하철 923공구,서울지하철 923공구,Risk_201,실제 굴착 시 고압 지하수가 유출되고 연약대가 출현하여 기존 지보만으로는 막장 자립 및 천단부 지지 불가(붕락 위험),,,,Strategy
Strat_202,연약 바닥면을 선제적으로 과굴착 후 빈배합 콘크리트로 치환하여 강지보 기초 지지력을 확보한 후 실정보고 완료_동대구-영천전철,동대구-영천전철,Risk_202,바닥 기초 지내력 부족으로 강지보 하부가 지반 속으로 침하되며 천단부가 연동해 주저앉는(내측 수렴) 위험 및 보강비 발생,,,,Strategy
Strat_203,객관적 암판정 결과를 바탕으로 지보패턴 상향을 보고하고 불가항력적 효율 저하 및 지보재 증가분에 대한 설계변경 추진_새만금전주 5공구,새만금전주 5공구,Risk_203,양호용 패턴 적용 불가로 시공이 느린 강지보 밀집 패턴 적용에 따라 굴착 효율이 반토막나고 526일의 공기 지연 발생,,,,Strategy
Strat_204,지체 없이 중지하고 막장 자립성 확보를 위해 상하반 분할 굴착(Bench Cut) 방식의 상위 패턴으로 즉각 설계변경 시행_도담-영천전철 6공구,도담-영천전철 6공구,Risk_204,실제 굴착 시 막장면 자립성이 없는 불량 단층대 출현으로 전단면 굴착 강행 시 막장 전면 및 천단부 붕락 위험 고조,,,,Strategy
Strat_205,• 굴진 전 30~50m 전방 암질 파악용 TSP 탐사 용역을 선행하여 패턴 변경 조기 확정. • 분할 굴착에 최적화된 소형 장비 조합 및 교대 굴착 계획 수립._도담-영천 6,도담-영천 6,Risk_205,• 상하반 분할 굴착(PD-4) 전환으로 작업 사이클 2배 증가 및 속도 저하. • 가인버트 시공 및 숏크리트 물량 증가로 1.04억 원의 추가 공사비 발생.,,,,Strategy
Strat_206,현장 암석시험 결과를 증빙해 암 매각 계획을 전면 취소하고 사토 처리 및 지보 패턴 상향에 대한 설계변경(도급 증액) 추진_서울지하철 923공구,서울지하철 923공구,Risk_206,암질 불량으로 지보 패턴이 강화(자재비 증가)될 뿐 아니라 매각 수익 대신 거액의 외부 사토 처리비가 발생해 실행 파탄,,,,Strategy
Strat_207,공간 확보 및 정상 지보 설치 사이클 준수를 위해 굴착 공법을 '롱벤치 공법'으로 변경하고 현실적인 공정표로 재수립_김포도시철도 3공구,김포도시철도 3공구,Risk_207,실제로는 협소한 공간으로 로더 작업 불가 및 상/하반 지보 설치 시간이 각각 요구되어 계획된 공기 달성이 원천 불가함,,,,Strategy
Strat_208,현장 시험 시공을 통해 필수 양생기간을 단축(24h -> 10h)하여 대기시간을 최소화하고 공기지연 손실 보전 추진_새만금전주 6공구,새만금전주 6공구,Risk_208,긴 양생시간으로 터널 굴착 1사이클 타임이 늦어져 수백 일의 공기 지연과 장비/인원 유휴 유휴비용 폭증 및 실행 적자,,,,Strategy
Strat_209,법률 질의/자문을 통해 장비 변경이 설계서 오류 정정임을 입증하고 특수 장비 대기료 및 단가에 대한 설계변경 승인 추진_광명전력구,광명전력구,Risk_209,정밀 수직도를 위해 특수 장비로 변경이 필요하나 발주처가 단가 증액을 거부하여 공사 마산 및 공기 지연 초래,,,,Strategy
Strat_210,지질 전문가를 동원해 단층대 현장 지반 취약성을 수치 입증하고 지보력 확보를 위한 보강의 당위성을 소명하여 감액을 방어_도담-영천전철 3공구,도담-영천전철 3공구,Risk_210,"물량 삭감 위기로 수백억 원의 도급 금액이 증발하거나, 과다 삭감 시 선단 보강 효과 상실로 막장면 전면 붕괴(밀림) 위험 가중",,,,Strategy
Strat_211,매 막장 암판정 결과를 서면 보고하고 실제 시공 수량을 시험 기록과 연동하여 일일 정산 근거 확보 및 실정보고_인천검단지구(3-1) 터널,인천검단지구(3-1) 터널,Risk_211,현장 여건에 맞춰 시공했음에도 정산이 지연될 경우 시공사가 자재비 및 장비 대기료를 전액 부담하여 원가 악화,,,,Strategy
Strat_212,자동 기록 장치를 통한 실시간 주입압/주입량 모니터링_서울지하철 923공구,서울지하철 923공구,Risk_212,터널 굴착 시 측벽 붕락 및 지표면 침하로 인한 인근 구조물 피해,,,,Strategy
Strat_213,천공 가이드 제작 및 레이저 레벨기를 이용한 입회 검측_부산외곽순환고속 9공구,부산외곽순환고속 9공구,Risk_213,강관이 하중을 지지하지 못하고 외곽으로 이탈하여 지층 붕괴 유발,,,,Strategy
Strat_214,막장 전면 그라우팅 및 미러볼트 보강공법 의무화_별내선,별내선,Risk_214,막장면 전면 붕괴(Sliding)에 따른 장비 매몰 및 인명 사고,,,,Strategy
Strat_215,정착장 구간 확인 및 주입 완료 후 인장 시험 시행_호남KTX,호남KTX,Risk_215,하중 지지 성능 미발현으로 터널 상부 지반 낙반 및 침하 발생,,,,Strategy
Strat_216,"변위 지속 구간 즉각 굴착 중단 후 인버트 조기 폐합으로 완전한 링(Ring) 구조 완성 및 변위 구간 재굴착 복구_도담-영천전철 3,6공구","도담-영천전철 3,6공구",Risk_216,지반 거동(Creep)에 의해 상부 지보재가 토압을 못 이기고 내공 변위가 허용치를 초과하여 터널 찌그러짐 및 붕락,,,,Strategy
Strat_217,막장 암판정으로 지보패턴 하향 조정 및 연약화된 바닥을 과굴착한 후 빈배합 콘크리트로 치환 보강하여 지지력 확보_동대구-영천 4공구,동대구-영천 4공구,Risk_217,침수/대기 노출로 바닥 지반이 연약화(Slaking)되어 지보재 하중 지지력이 부족해지고 강지보가 파묻히며 터널 붕괴 위험 팽배,,,,Strategy
Strat_218,부력 안정성 검토 재수행 후 부족한 안전율 확보를 위해 하부 구조물 상부에 중량물(콘크리트 슬라브 등) 추가 타설로 안정성 확보_부산외곽순환고속 9공구,부산외곽순환고속 9공구,Risk_218,지하수위 상승 시 작용하는 부력이 자중을 초과하여 구조물이 솟아오르거나 인버트 콘크리트가 파손되는 치명적 결함 유발,,,,Strategy
Strat_219,누락된 요철보정층 콘크리트 수량을 재산출해 실정보고로 도급 정산하고 바닥을 평탄 보정 후 본 구조물을 타설해 두께 확보_부산외곽순환고속 9공구,부산외곽순환고속 9공구,Risk_219,심한 요철 위 얇은 콘크리트 타설 시 국부적 두께 미달 및 지지력 불균일로 상부 토압/진동 시 구조적 종방향 균열 발생,,,,Strategy
Strat_220,침하 징후 즉각 성토 중단 및 하중 절감 후 구조물 기초를 관통하여 암반까지 관관입되는 마이크로파일 긴급 시공 보강_적금-영남 연육교,적금-영남 연육교,Risk_220,상부 토압 작용 시 기초 지반이 하중을 견디지 못하고 부등 침하를 일으키며 구조물이 한쪽으로 기울거나 벽체에 치명적 균열/붕괴 위기,,,,Strategy
Strat_221,발파 패턴 최적화로 여굴 최소화 및 불가피한 여굴 채움 비용에 대해 실정보고 합리적 반영으로 품질 저하 예방_오남수동도로,오남수동도로,Risk_221,비용 보전을 못 받은 시공사가 원가 절감을 위해 바닥 청소(버력/슬러지 제거)를 소홀히 한 채 타설하여 기초 부실 유발,,,,Strategy
Strat_222,포장 상세도를 기준으로 누락된 버력 처리 및 요철보정층(T=10cm 등) 수량 재산출 증액 및 암반 돌출부 면정리 철저 확보_포승-평택철도 1공구,포승-평택철도 1공구,Risk_222,암반 돌출부와 잔재를 제거하지 않고 타설 시 구조물과 암반 사이 활동면 형성 및 요철부 응력 집중으로 인버트 관통 균열 발생,,기준,,Strategy
Strat_223,수화열 해석을 수행해 적정 분할 타설 계획 수립 및 누락된 신축이음 자재와 유도배수 캡을 실정보고로 추가 반영_GTX-A 6공구,GTX-A 6공구,Risk_223,신축이음 없이 연속 타설 시 내부 온도 응력으로 심각한 관통 균열이 발생하며 이를 통해 고압 지하수가 내부로 뿜어져 나옴,,,,Strategy
Strat_224,연약 지반을 깊게 재굴착한 후 대형 '사석치환공법'으로 변경 및 층다짐 실시하여 열차 하중에 견디는 강건한 기초 지내력 확보_포승-평택철도 1공구,포승-평택철도 1공구,Risk_224,"실제 터파기 후 PBT 결과 지지력 턱없이 부족함 확인, 미보강 시 시공 후 열차 동하중 누적 침하로 궤도 뒤틀림 및 탈선 위험",,,,Strategy
Strat_225,"폐쇄 타설 전 이물질 전면 제거 및 치핑, 팽창성 지수재 설치 및 무수축 그라우팅 꼼꼼히 주입해 누수 경로 영구 차단 반영_평화의 댐",평화의 댐,Risk_225,가배수관과 본 본체 인버트 사이 시공이음부(Cold Joint)가 부실 폐합되어 해당 틈새가 수맥이 되어 지하수가 내부로 역류,,,,Strategy
Strat_226,락볼트 두부 캡 전수 시공 및 유도배관 최적화_파주-포천,파주-포천,Risk_226,빙편(Icing) 발생으로 인한 라이닝 박락 및 차량 안전 위협,,,,Strategy
Strat_227,타설 직전 시트 전수 육안/기압 점검 및 패치 보수_동해선 10공구,동해선 10공구,Risk_227,지하수 유입에 따른 철근 부식 가속화 및 구조체 내구성 저하,,,,Strategy
Strat_228,이음 방향을 물 흐름에 맞게 변경하고 시공 면 평탄화 확인 후 융착 온도 및 시공 관리 대폭 강화 추진_삼성-동탄 2공구 등,삼성-동탄 2공구 등,Risk_228,수압을 견디지 못한 접합부가 뜯어지며 배면 고압 지하수가 내부로 유입되어 고드름 발생 및 시설물 침수,,,,Strategy
Strat_229,"시트 표면 보호 패드 설치 및 철근 캡 씌우기, 불꽃 비산 방지포 설치 등 보호 대책 적용 및 타설 전 핀홀 전수 검사_일반 / 공통",일반 / 공통,Risk_229,미세 핀홀(Pinhole)이나 찢김을 복구하지 않고 타설 시 배면 수압에 의해 국부 지점으로 지하수가 집중 유입 및 누수,,,,Strategy
Strat_230,폼 이동 전 공종별 최종 매설물 위치 확인서 날인_포천-양수,포천-양수,Risk_230,주철근 절단 및 방수층 훼손으로 인한 구조 결함 및 누수 발생,,,,Strategy
Strat_231,지수판 위치를 전용 철근 지그로 견고히 고정해 변형을 막고 주변을 소형 진동기로 정밀 다짐하여 밀실 타설 관리_한탄강댐/철도 공통,한탄강댐/철도 공통,Risk_231,"지수판 전도 및 주변 곰보(Honeycomb) 발생으로 차수 기능 상실, 이음부 틈새로 다량의 지하수 유입 및 내부 침수",,,,Strategy
